T,value
22320,44908.53
22321,14378.13
22322,32735.64
22323,19554.7
22324,32773.0
22325,46011.18
22326,11280.0
22327,74552.8
22328,29711.08
22329,44120.66
22330,82791.9
22331,11251.3
22332,18088.85
22333,40092.46
22334,74357.2
22335,36477.0
22336,46254.15
22337,22155.63
22338,23544.6
22339,26085.82
22340,22343.68
22341,1287.33
22342,26007.15
22343,16972.2
22344,89787.5
22345,66744.3
22346,33392.7
22347,40706.64
22348,24680.0
22349,45779.4
22350,44795.25
22351,42523.2
22352,42776.79
22353,5500.65
22354,37456.0
22355,37671.04
22356,43080.66
22357,35736.96
22358,42267.16
22359,62376.84
22360,44893.2
22361,100598.5
22362,26651.82
22363,54927.35
22364,66451.36
22365,48669.28
22366,29456.5
22367,3726.93
22368,74449.44
22369,55395.78
22370,6590.48
22371,72180.23
22372,25012.78
22373,19741.81
22374,6861.45
22375,55382.6
22376,86389.92
22377,13594.32
22378,44037.36
22379,55256.12
22380,13533.08
22381,38230.99
22382,30287.93
22383,27757.89
22384,38322.27
22385,87028.92
22386,7543.38
22387,38693.7
22388,36477.15
22389,29649.78
22390,12693.5
22391,19135.92
22392,5111.01
22393,38820.6
22394,44081.82
22395,93481.59
22396,10179.72
22397,48646.25
22398,13653.8
22399,43455.3
22400,89388.36
22401,56142.0
22402,76164.91
22403,80490.34
22404,4676.76
22405,77447.77
22406,61669.38
22407,52139.68
22408,59225.16
22409,56303.4
22410,56094.9
22411,67791.5
22412,80630.5
22413,68074.2
22414,2242.34
22415,23924.44
22416,53962.91
22417,42391.3
22418,6898.8
22419,23813.85
22420,70010.4
22421,11963.84
22422,26086.67
22423,32085.49
22424,5180.2
22425,14783.52
22426,59879.27
22427,26964.86
22428,27852.96
22429,42345.0
22430,32890.05
22431,11153.43
22432,14480.29
22433,2440.38
22434,85566.13
22435,29619.27
22436,1951.95
22437,63064.04
22438,24151.25
22439,14045.6
22440,83331.16
22441,14860.56
22442,58265.8
22443,47034.03
22444,44636.88
22445,69853.75
22446,48851.5
22447,26760.72
22448,64501.39
22449,55986.75
22450,47215.08
22451,71532.7
22452,20884.42
22453,17524.56
22454,24049.3
22455,29311.44
22456,32987.9
22457,67500.81
22458,15330.38
22459,21428.8
22460,76097.7
22461,62656.23
22462,1776.86
22463,60428.76
22464,54372.4
22465,49283.96
22466,60183.9
22467,37256.72
22468,60222.51
22469,39037.2
22470,33551.56
22471,53576.1
22472,36699.3
22473,48999.0
22474,90021.54
22475,75678.05
22476,56782.32
22477,86618.77
22478,26852.28
22479,38664.83
22480,4990.83
22481,24741.29
22482,49755.26
22483,23313.57
22484,4828.71
22485,48195.9
22486,2418.26
22487,13053.0
22488,55067.52
22489,81862.83
22490,64993.6
22491,29868.48
22492,23908.36
22493,21625.56
22494,9193.28
22495,54565.92
22496,9045.27
22497,26261.7
22498,38011.64
22499,38866.59
22500,79617.12
22501,84029.89
22502,12731.7
22503,44308.88
22504,14566.97
22505,12580.96
22506,21450.22
22507,63764.4
22508,55824.42
22509,58160.56
22510,20766.79
22511,45253.34
22512,35934.5
22513,38547.63
22514,63424.0
22515,19451.6
22516,62065.6
22517,33052.76
22518,32626.74
22519,55629.13
22520,17905.55
22521,44155.02
22522,46742.04
22523,38754.73
22524,68937.84
22525,47040.95
22526,41671.04
22527,56669.94
22528,97745.5
22529,16945.92
22530,35344.32
22531,60829.2
22532,7102.68
22533,7056.54
22534,2072.97
22535,55848.74
22536,24267.33
22537,50897.28
22538,45909.36
22539,38678.87
22540,25644.0
22541,2778.76
22542,9471.84
22543,29621.76
22544,64476.78
22545,1062.05
22546,79613.58
22547,50704.36
22548,30028.0
22549,50150.1
22550,63488.88
22551,73983.72
22552,83638.28
22553,58055.87
22554,10224.45
22555,79683.3
22556,67181.62
22557,16008.75
22558,57827.44
22559,37245.57
22560,9382.17
22561,2872.72
22562,3205.12
22563,39401.7
22564,59804.48
22565,53200.0
22566,68104.68
22567,7072.55
22568,19001.5
22569,3377.3
22570,9214.05
22571,12305.82
22572,6867.15
22573,75066.39
22574,20488.14
22575,26417.82
22576,39161.4
22577,79284.66
22578,22392.91
22579,1811.84
22580,36248.76
22581,10853.43
22582,41188.77
22583,53532.0
22584,3321.5
22585,12171.6
22586,52652.61
22587,2031.99
22588,70149.78
22589,57302.5
22590,6468.6
22591,40718.04
22592,10234.35
22593,13994.42
22594,53239.05
22595,46436.47
22596,31089.87
22597,80519.6
22598,62222.4
22599,61311.25
22600,73647.9
22601,54836.39
22602,24022.08
22603,86302.8
22604,45839.52
22605,28025.86
22606,47603.58
22607,50963.6
22608,31654.25
22609,56107.38
22610,35014.32
22611,26442.0
22612,53792.1
22613,1612.52
22614,66370.04
22615,73072.0
22616,23397.78
22617,60647.4
22618,72675.0
22619,33727.86
22620,53431.0
22621,21735.0
22622,46929.18
22623,193846.25
22624,32151.78
22625,144659.2
22626,58749.59
22627,252004.18
22628,208660.75
22629,163243.98
22630,58949.67
22631,253724.56
22632,68289.96
22633,206680.66
22634,82500.05
22635,341734.47
22636,39414.99
22637,110643.6
22638,103740.67
22639,169405.01
22640,330793.52
22641,197689.49
22642,113534.42
22643,276992.74
22644,68989.9
22645,110512.84
22646,69168.33
22647,112126.95
22648,187782.63
22649,124906.11
22650,164529.1
22651,126990.79
22652,66195.16
22653,261013.14
22654,189484.12
22655,130464.09
22656,144947.21
22657,114663.57
22658,200354.3
22659,213713.99
22660,124132.06
22661,34439.93
22662,2726.45
22663,202379.28
22664,301925.76
22665,188023.67
22666,154451.92
22667,71124.35
22668,167668.42
22669,88699.17
22670,176707.84
22671,191542.31
22672,47095.31
22673,163700.57
22674,176189.31
22675,112986.49
22676,259960.36
22677,220441.09
22678,313134.62
22679,54880.58
22680,2749.87
22681,213076.69
22682,171318.37
22683,191808.17
22684,130775.45
22685,8649.81
22686,294182.42
22687,123298.34
22688,272353.52
22689,319306.86
22690,143146.21
22691,149369.68
22692,266047.6
22693,211162.52
22694,99019.42
22695,108550.11
22696,40637.14
22697,58638.09
22698,49457.9
22699,130843.69
22700,53743.6
22701,86823.16
22702,205623.5
22703,119432.07
22704,38451.38
22705,125113.94
22706,327413.14
22707,38488.56
22708,28648.47
22709,249710.43
22710,217160.72
22711,99516.75
22712,209439.04
22713,157411.61
22714,354132.39
22715,239998.53
22716,166753.71
22717,54948.26
22718,110216.57
22719,204546.39
22720,198800.71
22721,308413.5
22722,71122.21
22723,120697.27
22724,102723.56
22725,97148.68
22726,130989.9
22727,103078.22
22728,255517.48
22729,187590.26
22730,161057.77
22731,137426.28
22732,67248.26
22733,198983.17
22734,68575.17
22735,8325.83
22736,50600.56
22737,2322.75
22738,206817.8
22739,210182.21
22740,82357.25
22741,160353.35
22742,64694.15
22743,52085.88
22744,236869.44
22745,166326.89
22746,106142.02
22747,159960.08
22748,214783.03
22749,73022.06
22750,85791.89
22751,93086.64
22752,373863.8
22753,277164.24
22754,29935.55
22755,210541.62
22756,268478.68
22757,366621.42
22758,253709.28
22759,254509.77
22760,308529.47
22761,81153.02
22762,7018.93
22763,132436.14
22764,103671.7
22765,187282.67
22766,252986.11
22767,235017.59
22768,98622.98
22769,209057.76
22770,61161.76
22771,75419.53
22772,188181.45
22773,202275.09
22774,276874.12
22775,43509.59
22776,270229.33
22777,245653.31
22778,258704.18
22779,187829.48
22780,24657.78
22781,95355.24
22782,257021.61
22783,255441.66
22784,125018.23
22785,274538.86
22786,158592.45
22787,66441.69
22788,358080.94
22789,160369.99
22790,240143.56
22791,196995.87
22792,149912.32
22793,210628.88
22794,259390.76
22795,106299.99
22796,149702.38
22797,183010.93
22798,65170.29
22799,110396.15
22800,132088.05
22801,273363.43
22802,135923.19
22803,261255.19
22804,307569.29
22805,323721.76
22806,100486.71
22807,158633.03
22808,213580.93
22809,62827.46
22810,331800.58
22811,138643.15
22812,23014.95
22813,71294.85
22814,345168.36
22815,27853.55
22816,63527.46
22817,45913.88
22818,39044.79
22819,204680.37
22820,316483.77
22821,199997.01
22822,162471.19
22823,252916.72
22824,157103.19
22825,55464.62
22826,26753.29
22827,52603.71
22828,98601.83
22829,283045.14
22830,29254.45
22831,59737.84
22832,18674.37
22833,159332.45
22834,230308.72
22835,90070.55
22836,131806.58
22837,123442.32
22838,402859.4
22839,33848.69
22840,156488.58
22841,104278.96
22842,128022.23
22843,67042.11
22844,85092.28
22845,211273.88
22846,143543.87
22847,115585.18
22848,93302.45
22849,281982.33
22850,14636.46
22851,117925.35
22852,121755.92
22853,94536.93
22854,36788.14
22855,196280.07
22856,147082.92
22857,65923.4
22858,35524.49
22859,195138.56
22860,57580.63
22861,291031.96
22862,239038.22
22863,125260.76
22864,65514.34
22865,168250.12
22866,84841.66
22867,171929.25
22868,257357.64
22869,193390.44
22870,223381.55
22871,1209.19
22872,211614.99
22873,279579.98
22874,147805.88
22875,268691.3
22876,58841.12
22877,301276.96
22878,19583.88
22879,11330.56
22880,74146.61
22881,37826.29
22882,67310.29
22883,189133.15
22884,130161.4
22885,136172.27
22886,8684.77
22887,90841.56
22888,8271.88
22889,116370.15
22890,224857.38
22891,147526.93
22892,145544.72
22893,90957.9
22894,46353.18
22895,77338.44
22896,311898.58
22897,301151.77
22898,15695.83
22899,142936.22
22900,59204.86
22901,206058.0
22902,3696.95
22903,71913.98
22904,232300.89
22905,129665.58
22906,14349.56
22907,102961.29
22908,32586.85
22909,290029.26
22910,354575.46
22911,26663.0
22912,192134.85
22913,317382.84
22914,114856.68
22915,68906.56
22916,92750.9
22917,63216.65
22918,37625.29
22919,174261.23
22920,91636.81
22921,243053.46
22922,62405.44
22923,89405.87
22924,257006.46
22925,150413.47
22926,4444.93
22927,172951.46
22928,45088.24
22929,238333.01
22930,262416.66
22931,297293.53
22932,45129.18
22933,161996.86
22934,151552.5
22935,258650.87
22936,295278.8
22937,237385.93
22938,268731.75
22939,244464.09
22940,154704.46
22941,263140.62
22942,287042.16
22943,147055.98
22944,17418.38
22945,74503.23
22946,272626.08
22947,169029.18
22948,228023.05
22949,68592.61
22950,239234.25
22951,7390.35
22952,59299.35
22953,176440.24
22954,104018.96
22955,152632.82
22956,185680.08
22957,119601.33
22958,196352.24
22959,260706.44
22960,150026.38
22961,151077.26
22962,207233.22
22963,118880.03
22964,75778.72
22965,75008.23
22966,101935.87
22967,95554.25
22968,177425.35
22969,48232.4
22970,42139.67
22971,176200.46
22972,39376.65
22973,253012.25
22974,177617.7
22975,177054.94
22976,220393.33
22977,129515.83
22978,257875.41
22979,113830.89
22980,100472.94
22981,207991.38
22982,120800.8
22983,123724.17
22984,134852.73
22985,160705.58
22986,21191.41
22987,35459.92
22988,269497.24
22989,157573.74
22990,171309.71
22991,423506.43
22992,121629.21
22993,70196.29
22994,34016.91
22995,250361.06
22996,282623.67
22997,132484.35
22998,307638.17
22999,337559.86
23000,103922.21
23001,287257.59
23002,86328.78
23003,191147.69
23004,108516.65
23005,40717.84
23006,305145.52
23007,24832.29
23008,74533.83
23009,199287.43
23010,318162.94
23011,49910.3
23012,215935.22
23013,229506.58
23014,69308.85
23015,69544.18
23016,96562.55
23017,89238.85
23018,193997.87
23019,196801.37
23020,262692.47
23021,143514.57
23022,95201.66
23023,22817.48
23024,25271.06
23025,150961.77
23026,102451.52
23027,3117.36
23028,173386.35
23029,130745.06
23030,356582.82
23031,312949.56
23032,164397.67
23033,18391.26
23034,153073.88
23035,61122.71
23036,152907.19
23037,142313.52
23038,216085.12
23039,154945.99
23040,21421.79
23041,108900.14
23042,197151.91
23043,192529.63
23044,179843.19
23045,193522.71
23046,273699.68
23047,47691.9
23048,170834.94
23049,63457.91
23050,157416.33
23051,240328.97
23052,77847.26
23053,235894.26
23054,140232.54
23055,235117.61
23056,80027.66
23057,211867.07
23058,122388.54
23059,172930.49
23060,343970.7
23061,268715.79
23062,251651.24
23063,68852.0
23064,189761.05
23065,59693.83
23066,33523.3
23067,232583.47
23068,166109.83
23069,100759.46
23070,99638.74
23071,108346.56
23072,44536.54
23073,166391.75
23074,238585.82
23075,185494.81
23076,171714.37
23077,258350.79
23078,146546.45
23079,177798.99
23080,91691.85
23081,188263.22
23082,298526.84
23083,183877.42
23084,229177.03
23085,289770.05
23086,201158.21
23087,15559.6
23088,36008.07
23089,79890.91
23090,147101.33
23091,36871.83
23092,105629.33
23093,70599.42
23094,180625.77
23095,117004.25
23096,148877.98
23097,190489.6
23098,318308.23
23099,83104.66
23100,318390.59
23101,90262.79
23102,221405.97
23103,249303.89
23104,163627.15
23105,394326.73
23106,96283.47
23107,262614.65
23108,103515.21
23109,244673.14
23110,72842.64
23111,84060.26
23112,25319.46
23113,224503.46
23114,161965.54
23115,182129.49
23116,73624.97
23117,130153.51
23118,295927.93
23119,371779.57
23120,58354.5
23121,95812.58
23122,64649.43
23123,121436.52
23124,233200.46
23125,159717.57
23126,163858.97
23127,44016.25
23128,61682.97
23129,168539.33
23130,12055.93
23131,139974.65
23132,101085.93
23133,89198.18
23134,307249.21
23135,61806.08
23136,214249.02
23137,51999.15
23138,106856.48
23139,144265.45
23140,142027.15
23141,66069.39
23142,65077.15
23143,171149.76
23144,63908.06
23145,189956.85
23146,104934.45
23147,69113.4
23148,121481.05
23149,226619.73
23150,251633.15
23151,89410.78
23152,46740.97
23153,187500.93
23154,50185.86
23155,240996.17
23156,94227.14
23157,54799.07
23158,223442.78
23159,23018.66
23160,129469.86
23161,78215.0
23162,137469.16
23163,130441.44
23164,178084.8
23165,185321.31
23166,130451.42
23167,214927.14
23168,140527.15
23169,262637.18
23170,72067.64
23171,60437.17
23172,176532.08
23173,159465.06
23174,45738.89
23175,112311.0
23176,118588.42
23177,53461.73
23178,120526.55
23179,84603.32
23180,16822.97
23181,104151.33
23182,229378.03
23183,486765.89
23184,53233.8
23185,49677.06
23186,85649.3
23187,112390.17
23188,303670.64
23189,60503.46
23190,232688.84
23191,68486.05
23192,259765.97
23193,98365.48
23194,15962.31
23195,90740.96
23196,171226.99
23197,100140.63
23198,243877.29
23199,174658.53
23200,336260.47
23201,75110.51
23202,66228.18
23203,248701.76
23204,60489.54
23205,229322.32
23206,171109.1
23207,11769.97
23208,132473.24
23209,92439.67
23210,37783.8
23211,187918.17
23212,369609.55
23213,282203.81
23214,192169.84
23215,226794.85
23216,164514.21
23217,118277.42
23218,116642.2
23219,49837.43
23220,30234.1
23221,156079.33
23222,125315.36
23223,214943.5
23224,69154.63
23225,117684.78
23226,198900.56
23227,93840.55
23228,220786.65
23229,226087.73
23230,180702.4
23231,292272.73
23232,208688.43
23233,429482.1
23234,63893.4
23235,117587.38
23236,34859.03
23237,221801.79
23238,27603.25
23239,129515.64
23240,157616.3
23241,131258.3
23242,56203.95
23243,146925.46
23244,202246.34
23245,39019.81
23246,165018.31
23247,1894.68
23248,76763.54
23249,326722.35
23250,219850.94
23251,73959.85
23252,147560.49
23253,52133.84
23254,177800.81
23255,60370.42
23256,145700.0
23257,207571.18
23258,183430.56
23259,75152.52
23260,230338.85
23261,258037.9
23262,47484.95
23263,166520.4
23264,71694.32
23265,185224.82
23266,279078.43
23267,54735.07
23268,249266.58
23269,297188.68
23270,110468.14
23271,310668.09
23272,274671.5
23273,291303.86
23274,171145.31
23275,315553.21
23276,90539.45
23277,151741.11
23278,151516.38
23279,177157.0
23280,218062.25
23281,217977.46
23282,114486.7
23283,140206.37
23284,16860.26
23285,75431.31
23286,209021.0
23287,26988.88
23288,185216.72
23289,298520.5
23290,296376.1
23291,288479.86
23292,226658.87
23293,192879.03
23294,197821.25
23295,139052.72
23296,299894.72
23297,264753.66
23298,186392.18
23299,105326.32
23300,188429.17
23301,217112.75
23302,215516.21
23303,99318.49
23304,141663.22
23305,91101.76
23306,119058.03
23307,108480.29
23308,39225.72
23309,217710.25
23310,215152.34
23311,44619.06
23312,161618.77
23313,131224.85
23314,206481.76
23315,298701.75
23316,162255.32
23317,32423.51
23318,110673.61
23319,254011.13
23320,125233.29
23321,140474.09
23322,86732.99
23323,202906.66
23324,83235.98
23325,278659.04
23326,186347.07
23327,18106.89
23328,260831.73
23329,254869.1
23330,249130.23
23331,96337.3
23332,145309.08
23333,164247.03
23334,83069.12
23335,117931.48
23336,203051.04
23337,243586.09
23338,18212.59
23339,210281.11
23340,139628.06
23341,216244.86
23342,139891.58
23343,43635.91
23344,164711.12
23345,85233.46
23346,163062.97
23347,49778.69
23348,126100.64
23349,11089.06
23350,47059.86
23351,216629.26
23352,123103.05
23353,371050.33
23354,264655.02
23355,13829.56
23356,46234.65
23357,275564.56
23358,96389.7
23359,77565.65
23360,112691.66
23361,258965.87
23362,160238.68
23363,362347.34
23364,17160.09
23365,133736.67
23366,100299.94
23367,251587.78
23368,47119.12
23369,189444.08
23370,233707.69
23371,181040.94
23372,221051.45
23373,79904.35
23374,115906.24
23375,252093.59
23376,185984.42
23377,194971.34
23378,151796.12
23379,121908.71
23380,25502.8
23381,200146.0
23382,175145.82
23383,93901.59
23384,49508.39
23385,20267.55
23386,307914.68
23387,332478.76
23388,58250.56
23389,157696.7
23390,228338.75
23391,85588.52
23392,153184.22
23393,41750.79
23394,79320.38
23395,21090.9
23396,20647.76
23397,133727.95
23398,76107.94
23399,259796.58
23400,239435.08
23401,161327.12
23402,19371.76
23403,256819.2
23404,126816.18
23405,339656.04
23406,6674.34
23407,96649.68
23408,261823.95
23409,57308.88
23410,67055.78
23411,30914.2
23412,223198.11
23413,317652.13
23414,273527.64
23415,94976.6
23416,139407.11
23417,29806.95
23418,25736.61
23419,135999.12
23420,140432.23
23421,10046.92
23422,16249.38
23423,57540.95
23424,110742.75
23425,292346.26
23426,162383.12
23427,175021.68
23428,222071.87
23429,85771.6
23430,80356.74
23431,50186.68
23432,2005.65
23433,236060.62
23434,272526.19
23435,124394.53
23436,267310.16
23437,137083.82
23438,63240.33
23439,181755.17
23440,324142.7
23441,155019.51
23442,118204.33
23443,179214.44
23444,6317.59
23445,176164.16
23446,70250.11
23447,131621.48
23448,79427.68
23449,154174.5
23450,334733.87
23451,173110.39
23452,312032.41
23453,188074.27
23454,202977.22
23455,145093.76
23456,64676.04
23457,74034.13
23458,241421.1
23459,13607.75
23460,69347.44
23461,9768.7
23462,138189.28
23463,192329.03
23464,232031.41
23465,132865.83
23466,29831.87
23467,22383.24
23468,9000.85
23469,127163.74
23470,150783.54
23471,190343.33
23472,50362.03
23473,38824.87
23474,174955.42
23475,166764.02
23476,263723.09
23477,199374.26
23478,122679.02
23479,129150.91
23480,54002.27
23481,73143.2
23482,191046.0
23483,81641.43
23484,144879.92
23485,43938.01
23486,151574.05
23487,10797.61
23488,137348.18
23489,36743.17
23490,184601.71
23491,29861.76
23492,122478.97
23493,188778.35
23494,275357.16
23495,251863.33
23496,49966.57
23497,37407.37
23498,133933.89
23499,179339.71
23500,124344.45
23501,244655.74
23502,234996.1
23503,55803.94
23504,131111.14
23505,157256.5
23506,75346.38
23507,87378.51
23508,174509.05
23509,23572.45
23510,270245.99
23511,356716.82
23512,37091.77
23513,159611.81
23514,66527.99
23515,84881.94
23516,93568.41
23517,194669.66
23518,127581.2
23519,334173.55
23520,81567.91
23521,105352.49
23522,43353.57
23523,61884.54
23524,58107.82
23525,278200.56
23526,306071.48
23527,159015.74
23528,134982.94
23529,60915.77
23530,160893.2
23531,82004.1
23532,88263.33
23533,71637.96
23534,198110.7
23535,233521.71
23536,27276.95
23537,146795.58
23538,155894.67
23539,57991.23
23540,3002.7
23541,120812.13
23542,208343.83
23543,43668.13
23544,192785.01
23545,37562.74
23546,255389.28
23547,158401.92
23548,153477.64
23549,221000.8
23550,192410.18
23551,277770.83
23552,119903.52
23553,269430.68
23554,303963.75
23555,103775.75
23556,104086.63
23557,173107.75
23558,83712.0
23559,95177.73
23560,57181.41
23561,228719.75
23562,128585.52
23563,128211.9
23564,142365.42
23565,33823.59
23566,236982.59
23567,323628.64
23568,246660.01
23569,193825.64
23570,133272.09
23571,11217.7
23572,51748.47
23573,97020.95
23574,203722.47
23575,315351.4
23576,173959.79
23577,123197.06
23578,198354.27
23579,313534.97
23580,129036.39
23581,42242.09
23582,96766.52
23583,182357.42
23584,95288.59
23585,119916.58
23586,261596.65
23587,272880.68
23588,110374.22
23589,85101.46
23590,290961.92
23591,30138.39
23592,70286.95
23593,26523.75
23594,241945.15
23595,198944.28
23596,40293.37
23597,112724.11
23598,37048.54
23599,136714.24
23600,136544.18
23601,180814.82
23602,121533.96
23603,167997.02
23604,60883.88
23605,221246.58
23606,184399.89
23607,245684.54
23608,15418.02
23609,146098.23
23610,73557.02
23611,76159.44
23612,302734.44
23613,6952.74
23614,19687.94
23615,85301.2
23616,53623.13
23617,101829.47
23618,323252.77
23619,154831.22
23620,140626.7
23621,112195.77
23622,69827.4
23623,195900.91
23624,307755.18
23625,50654.63
23626,140036.87
23627,205898.62
23628,249563.98
23629,208021.42
23630,145874.73
23631,155475.18
23632,212510.04
23633,56807.22
23634,124100.52
23635,150947.81
23636,129935.59
23637,180697.49
23638,116478.79
23639,58014.82
23640,15254.15
23641,123079.9
23642,191223.48
23643,256024.19
23644,141828.17
23645,123534.06
23646,16872.48
23647,53977.76
23648,150534.88
23649,43450.99
23650,87786.42
23651,135335.68
23652,206174.23
23653,150950.94
23654,179918.59
23655,120918.07
23656,150223.76
23657,142651.54
23658,219822.18
23659,33841.14
23660,32484.92
23661,48427.49
23662,332188.99
23663,139812.18
23664,175698.34
23665,35377.55
23666,120998.26
23667,247007.91
23668,92792.12
23669,45665.32
23670,289380.69
23671,129221.71
23672,69737.1
23673,280619.78
23674,192051.13
23675,76827.17
23676,17727.61
23677,76484.55
23678,133305.85
23679,83135.21
23680,267496.12
23681,209342.2
23682,240180.96
23683,197227.04
23684,57788.1
23685,250644.75
23686,200868.36
23687,60291.34
23688,238672.11
23689,306648.82
23690,84095.91
23691,231999.3
23692,20881.93
23693,280549.26
23694,98665.61
23695,50880.61
23696,212749.81
23697,6432.74
23698,63577.86
23699,152746.07
23700,225263.94
23701,199810.29
23702,86338.93
23703,66731.34
23704,99673.43
23705,231241.57
23706,167632.02
23707,72429.72
23708,172943.31
23709,160067.07
23710,42394.9
23711,151063.82
23712,188457.88
23713,186017.43
23714,128652.43
23715,270752.48
23716,69569.81
23717,155136.51
23718,239614.18
23719,74509.49
23720,255421.59
23721,36777.4
23722,111313.41
23723,160868.73
23724,226049.09
23725,84817.5
23726,50621.66
23727,53844.29
23728,310306.68
23729,266424.13
23730,84184.4
23731,22505.5
23732,304902.92
23733,64535.59
23734,220829.95
23735,23766.4
23736,41477.11
23737,165662.68
23738,131398.41
23739,64368.4
23740,197233.66
23741,107961.32
23742,14290.07
23743,52254.22
23744,131983.39
23745,181035.46
23746,102952.92
23747,100623.34
23748,152899.65
23749,295809.36
23750,44180.85
23751,165034.75
23752,284669.27
23753,390883.76
23754,264311.76
23755,246097.43
23756,118503.42
23757,284504.75
23758,112842.57
23759,179536.95
23760,24950.44
23761,55020.35
23762,338602.48
23763,156150.82
23764,193457.61
23765,254043.69
23766,26788.11
23767,216639.54
23768,133623.49
23769,317921.89
23770,241704.16
23771,1772.29
23772,39814.72
23773,59822.74
23774,139450.09
23775,128784.94
23776,129858.17
23777,49590.3
23778,6392.48
23779,228398.04
23780,36401.62
23781,113115.17
23782,195185.95
23783,252772.47
23784,130759.84
23785,118393.18
23786,56077.18
23787,155587.4
23788,229215.94
23789,265953.09
23790,355676.38
23791,100620.62
23792,121420.18
23793,28280.69
23794,313665.61
23795,80904.42
23796,67299.6
23797,207041.54
23798,64283.6
23799,335936.39
23800,123490.05
23801,96150.72
23802,231965.84
23803,239372.34
23804,69800.64
23805,224922.98
23806,71627.94
23807,74406.6
23808,153386.6
23809,115899.56
23810,60878.32
23811,19555.74
23812,228047.61
23813,159367.39
23814,80146.21
23815,193660.13
23816,55463.81
23817,54368.73
23818,193262.22
23819,110012.75
23820,153169.28
23821,29266.4
23822,139035.83
23823,9487.44
23824,125999.99
23825,195153.98
23826,94855.63
23827,210274.57
23828,177985.76
23829,229031.17
23830,177233.22
23831,88796.86
23832,65276.33
23833,41450.4
23834,197980.9
23835,305674.93
23836,272081.68
23837,94087.21
23838,245460.19
23839,382710.0
23840,61330.89
23841,80117.78
23842,223271.68
23843,39832.68
23844,139187.68
23845,35215.2
23846,61200.35
23847,225306.93
23848,162715.05
23849,198438.11
23850,150095.16
23851,28370.01
23852,146473.25
23853,219796.05
23854,156192.92
23855,36775.69
23856,117887.58
23857,179978.07
23858,137015.92
23859,146561.68
23860,96685.89
23861,117960.91
23862,181020.35
23863,220810.21
23864,161941.71
23865,34043.69
23866,188465.51
23867,85456.74
23868,236220.87
23869,294670.53
23870,92769.14
23871,104703.18
23872,213190.43
23873,179689.56
23874,72489.37
23875,105157.26
23876,86519.4
23877,403484.1
23878,129939.92
23879,141113.8
23880,157789.35
23881,173454.75
23882,221011.72
23883,117111.47
23884,64851.52
23885,40748.67
23886,255627.88
23887,271546.96
23888,253625.57
23889,78464.76
23890,34756.78
23891,361060.05
23892,11512.72
23893,58076.95
23894,110007.05
23895,47550.04
23896,236432.88
23897,191864.72
23898,65762.34
23899,126173.44
23900,42569.51
23901,136637.4
23902,51373.75
23903,234234.58
23904,38687.22
23905,152033.49
23906,23212.67
23907,50283.81
23908,171419.15
23909,29496.41
23910,166951.09
23911,119937.77
23912,74694.73
23913,115720.29
23914,132103.89
23915,168808.5
23916,66276.68
23917,155911.15
23918,212059.08
23919,157949.0
23920,200649.62
23921,201896.15
23922,227216.38
23923,22195.69
23924,137257.35
23925,198636.81
23926,77192.58
23927,243339.38
23928,235260.83
23929,229917.95
23930,36544.98
23931,238897.18
23932,142300.81
23933,311048.34
23934,157181.58
23935,102190.48
23936,62267.98
23937,165300.36
23938,124573.52
23939,246842.8
23940,181477.83
23941,60541.52
23942,56448.12
23943,109764.01
23944,133628.57
23945,69578.78
23946,205317.56
23947,213002.92
23948,102276.74
23949,17943.99
23950,183834.05
23951,91171.51
23952,132134.34
23953,56588.84
23954,43718.42
23955,97600.21
23956,111044.97
23957,75623.88
23958,174843.78
23959,218030.09
23960,106618.72
23961,92180.49
23962,238852.3
23963,13625.74
23964,201982.37
23965,114749.48
23966,9161.65
23967,157818.44
23968,193220.78
23969,126692.55
23970,317336.85
23971,56073.52
23972,212178.27
23973,133550.47
23974,347443.06
23975,61183.61
23976,21570.31
23977,308985.21
23978,61652.03
23979,208278.73
23980,51634.31
23981,37074.64
23982,73253.76
23983,158692.86
23984,187348.1
23985,355595.86
23986,74117.09
23987,54651.32
23988,188906.7
23989,73695.32
23990,341227.55
23991,38039.64
23992,177303.57
23993,177231.68
23994,48786.1
23995,261516.7
23996,16173.29
23997,222511.06
23998,264092.9
23999,75527.54
24000,272293.29
24001,300221.86
24002,217527.16
24003,94761.52
24004,149866.56
24005,88621.87
24006,90525.8
24007,20200.32
24008,12809.92
24009,4406.61
24010,171678.04
24011,77885.18
24012,93407.48
24013,198912.38
24014,244952.63
24015,124395.65
24016,83771.98
24017,101210.87
24018,180063.05
24019,160476.03
24020,39205.58
24021,269559.13
24022,63902.18
24023,248447.38
24024,34094.95
24025,122276.04
24026,57078.6
24027,134846.41
24028,151155.01
24029,190729.6
24030,239330.98
24031,190449.51
24032,54034.9
24033,133591.6
24034,288563.53
24035,152692.89
24036,208323.44
24037,130688.62
24038,38444.69
24039,105385.34
24040,82299.93
24041,154937.95
24042,276370.91
24043,42251.68
24044,35586.89
24045,37799.27
24046,325564.09
24047,50731.71
24048,186827.79
24049,102672.4
24050,302014.44
24051,191315.09
24052,144829.8
24053,32547.7
24054,65462.43
24055,315492.86
24056,200773.53
24057,89716.97
24058,147263.92
24059,93488.66
24060,162212.71
24061,180043.15
24062,281792.56
24063,297665.11
24064,45486.55
24065,32851.31
24066,102904.32
24067,30132.14
24068,223346.94
